"","district","name","party","hpvi","rpvi","ave","pres","gov","abs","chamber","hpvi_color"
"18","09B","Ron Kresha","R","R+18",-17.9501381207547,0.320498618792453,0.226863012262866,0.414134225322041,17.9501381207547,"House","0"
"19","10A","Josh Heintzeman","R","R+11",-10.936058324555,0.39063941675445,0.340510913183909,0.44076792032499,10.936058324555,"House","0"
"20","10B","Dale Lueck","R","R+9",-9.36792505035329,0.406320749496467,0.333162671631371,0.479478827361563,9.36792505035329,"House","0"
"21","11A","Mike Sundin","DFL","D+7",7.10559601445586,0.571055960144559,0.509741657696448,0.63237026259267,7.10559601445586,"House","1"
"22","11B","Jason Rarick","R","R+8",-8.42998244885802,0.41570017551142,0.339692664540446,0.491707686482393,8.42998244885802,"House","0"
"23","12A","Jeff Backer","R","R+7",-7.12213074862064,0.428778692513794,0.355888093689005,0.501669291338583,7.12213074862064,"House","0"
"24","12B","Paul Anderson","R","R+18",-17.9234384929693,0.320765615070307,0.251937594363362,0.389593635777252,17.9234384929693,"House","0"
"25","13A","Jeff Howe","R","R+13",-12.7649274971326,0.372350725028674,0.314823850883185,0.429877599174163,12.7649274971326,"House","0"
"26","13B","Tim O'Driscoll","R","R+13",-12.9454363585985,0.370545636414015,0.319613648497792,0.421477624330239,12.9454363585985,"House","0"
"27","14A","Tama Theis","R","R+4",-3.74032156306687,0.462596784369331,0.436901882427174,0.488291686311488,3.74032156306687,"House","0"
"28","14B","Jim Knoblach","R","D+1",0.841566617423295,0.508415666174233,0.481110206127436,0.53572112622103,0.841566617423295,"House","1"
"29","15A","Sondra Erickson","R","R+14",-14.0153467726155,0.359846532273845,0.285031932592712,0.434661131954977,14.0153467726155,"House","0"
"30","15B","Jim Newberger","R","R+20",-20.234461904397,0.29765538095603,0.23482624751444,0.360484514397621,20.234461904397,"House","0"
"31","16A","Chris Swedzinski","R","R+9",-9.42035903594686,0.405796409640531,0.340051795968922,0.47154102331214,9.42035903594686,"House","0"
"32","16B","Paul Torkelson","R","R+14",-14.413326896402,0.35586673103598,0.292204995693368,0.419528466378591,14.413326896402,"House","0"
"33","17A","Tim Miller","R","R+9",-9.16205123170424,0.408379487682958,0.320424258906717,0.496334716459198,9.16205123170424,"House","0"
"34","17B","Dave Baker","R","R+7",-6.60865122368756,0.433913487763124,0.377229970807655,0.490597004718594,6.60865122368756,"House","0"
"35","18A","Dean Urdahl","R","R+15",-14.5246051625338,0.354753948374662,0.292431072439459,0.417076824309865,14.5246051625338,"House","0"
"36","18B","Glenn Gruenhagen","R","R+17",-16.6287356808003,0.333712643191997,0.273464721254355,0.393960565129638,16.6287356808003,"House","0"
"37","19A","Clark Johnson","DFL","D+1",1.14270866568488,0.511427086656849,0.477462521380421,0.545391651933277,1.14270866568488,"House","1"
"38","19B","John  Considine Jr.","DFL","D+7",6.55025915401288,0.565502591540129,0.543251635799046,0.587753547281211,6.55025915401288,"House","1"
"39","20A","Bob Vogel","R","R+13",-13.1913281327096,0.368086718672904,0.327450790264714,0.408722647081093,13.1913281327096,"House","0"
"40","20B","David Bly","DFL","D+4",3.67628594700126,0.536762859470013,0.506243016081232,0.567282702858793,3.67628594700126,"House","1"
"41","21A","Barb Haley","R","R+3",-2.87130196978567,0.471286980302143,0.438932068234582,0.503641892369705,2.87130196978567,"House","0"
"42","21B","Steve Drazkowski","R","R+12",-12.3740982324896,0.376259017675104,0.336286321757619,0.41623171359259,12.3740982324896,"House","0"
"43","22A","Joe Schomacker","R","R+15",-14.6026977784095,0.353973022215905,0.288333066110844,0.419612978320966,14.6026977784095,"House","0"
"44","22B","Rod Hamilton","R","R+11",-10.6603746207865,0.393396253792135,0.327033183525211,0.45975932405906,10.6603746207865,"House","0"
"45","23A","Bob Gunther","R","R+15",-15.1422449850485,0.348577550149515,0.287966760773451,0.409188339525579,15.1422449850485,"House","0"
"46","23B","Tony Cornish","R","R+8",-7.87687371880681,0.421231262811932,0.354781199351702,0.487681326272162,7.87687371880681,"House","0"
"47","24A","John Petersburg","R","R+9",-8.96403160046764,0.410359683995324,0.368132470665643,0.452586897325004,8.96403160046764,"House","0"
"48","24B","Brian Daniels","R","R+8",-8.03567239193053,0.419643276080695,0.36264196054991,0.476644591611479,8.03567239193053,"House","0"
"49","25A","Duane Quam","R","R+8",-8.31263958066922,0.416873604193308,0.41161879247904,0.422128415907576,8.31263958066922,"House","0"
"50","25B","Duane Sauke","DFL","D+4",3.67342292108099,0.53673422921081,0.555327868852459,0.518140589569161,3.67342292108099,"House","1"
"51","26A","Tina Liebling","DFL","D+8",7.89684296789213,0.578968429678921,0.595728316175601,0.562208543182242,7.89684296789213,"House","1"
"52","26B","Nels Pierson","R","R+9",-8.6082465229158,0.413917534770842,0.419867310556483,0.407967758985201,8.6082465229158,"House","0"
"53","27A","Peggy Bennett","R","R+3",-3.37957422998517,0.466204257700148,0.401552878179384,0.530855637220912,3.37957422998517,"House","0"
"54","27B","Jeanne Poppe","DFL","EVEN",-0.400322871501668,0.495996771284983,0.453463791749713,0.538529750820254,0.400322871501668,"House","0"
"55","28A","Gene Pelowski Jr.","DFL","D+3",3.20418329576914,0.532041832957691,0.512737248754269,0.551346417161114,3.20418329576914,"House","1"
"56","28B","Greg Davids","R","R+5",-5.33102538760116,0.446689746123988,0.402783360128617,0.490596132119359,5.33102538760116,"House","0"
"57","29A","Joe McDonald","R","R+15",-15.3453222971169,0.346546777028831,0.313496541235343,0.379597012822319,15.3453222971169,"House","0"
"58","29B","Marion O'Neill","R","R+13",-13.0074326129997,0.369925673870003,0.333509457888619,0.406341889851387,13.0074326129997,"House","0"
"59","30A","Nick Zerwas","R","R+14",-13.781024260594,0.36218975739406,0.330943133154068,0.393436381634052,13.781024260594,"House","0"
"60","30B","Eric Lucero","R","R+16",-16.3497679638143,0.336502320361857,0.321933511654566,0.351071129069147,16.3497679638143,"House","0"
"61","31A","Kurt Daudt","R","R+20",-19.5048560089398,0.304951439910602,0.257350096711799,0.352552783109405,19.5048560089398,"House","0"
"62","31B","Cal Bahr","R","R+15",-15.46058126694,0.3453941873306,0.312708800512562,0.378079574148639,15.46058126694,"House","0"
"63","32A","Brian Johnson","R","R+13",-12.8722479977615,0.371277520022385,0.304566465180068,0.437988574864702,12.8722479977615,"House","0"
"64","32B","Anne Neu","R","R+11",-10.902534682143,0.39097465317857,0.34170902464755,0.440240281709591,10.902534682143,"House","0"
"65","33A","Jerry Hertaus","R","R+12",-11.9355426060346,0.380644573939654,0.408558078531027,0.35273106934828,11.9355426060346,"House","0"
"66","33B","Cindy Pugh","R","R+4",-3.8073619660258,0.461926380339742,0.502686207933984,0.4211665527455,3.8073619660258,"House","0"
"67","34A","Joyce Peppin","R","R+8",-8.29748510088119,0.417025148991188,0.443195503813729,0.390854794168647,8.29748510088119,"House","0"
"68","34B","Dennis Smith","R","R+1",-1.34909740020656,0.486509025997934,0.523480252831629,0.44953779916424,1.34909740020656,"House","0"
"69","35A","Abigail Whelan","R","R+7",-6.89131226558313,0.431086877344169,0.414014024113404,0.448159730574934,6.89131226558313,"House","0"
"70","35B","Peggy Scott","R","R+10",-9.88416783666266,0.401158321633373,0.395980647562337,0.40633599570441,9.88416783666266,"House","0"
"71","36A","Mark Uglem","R","R+2",-2.0958572562496,0.479041427437504,0.483661786311363,0.474421068563645,2.0958572562496,"House","0"
"72","36B","Melissa Hortman","DFL","D+4",4.38368311943662,0.543836831194366,0.565492583466203,0.52218107892253,4.38368311943662,"House","1"
"73","37A","Erin Koegel","DFL","D+1",1.37892612117333,0.513789261211733,0.496330991412959,0.531247531010508,1.37892612117333,"House","1"
"74","37B","Nolan West","R","R+3",-2.95100893622837,0.470489910637716,0.476560345620002,0.464419475655431,2.95100893622837,"House","0"
"75","38A","Linda Runbeck","R","R+6",-6.02023546635525,0.439797645336447,0.441252390057361,0.438342900615534,6.02023546635525,"House","0"
"76","38B","Matt Dean","R","R+3",-2.82296928737858,0.471770307126214,0.493664339281096,0.449876274971332,2.82296928737858,"House","0"
"77","39A","Bob Dettmer","R","R+5",-5.20079104455844,0.447992089554416,0.441984056687334,0.454000122421497,5.20079104455844,"House","0"
"78","39B","Kathy Lohmer","R","R+1",-1.09302245313769,0.489069775468623,0.498489425981873,0.479650124955373,1.09302245313769,"House","0"
"79","40A","Michael V. Nelson","DFL","D+19",18.8155090815899,0.688155090815899,0.721796494969014,0.654513686662784,18.8155090815899,"House","1"
"80","40B","Debra Hilstrom","DFL","D+18",18.071352032779,0.68071352032779,0.702256779821733,0.659170260833847,18.071352032779,"House","1"
"81","41A","Connie Bernardy","DFL","D+10",10.084084150525,0.60084084150525,0.612615897489322,0.589065785521177,10.084084150525,"House","1"
"82","41B","Mary Kunesh-Podein","DFL","D+16",15.6553828282679,0.656553828282679,0.680840319159681,0.632267337405677,15.6553828282679,"House","1"
"83","42A","Randy Jessup","R","D+5",5.46838069536644,0.554683806953664,0.578134393932387,0.531233219974942,5.46838069536644,"House","1"
"84","42B","Jamie Becker-Finn","DFL","D+9",9.08298537658001,0.5908298537658,0.613106171932403,0.568553535599197,9.08298537658001,"House","1"
"85","43A","Peter Fischer","DFL","D+7",6.98251845287419,0.569825184528742,0.586080067902108,0.553570301155376,6.98251845287419,"House","1"
"86","43B","Leon Lillie","DFL","D+6",6.33664561670653,0.563366456167065,0.570857685199061,0.55587522713507,6.33664561670653,"House","1"
"87","44A","Sarah Anderson","R","D+2",2.06886631886631,0.520688663188663,0.579316239316239,0.462061087061087,2.06886631886631,"House","1"
"88","44B","Jon Applebaum","DFL","D+8",8.16948390387344,0.581694839038734,0.618240280619702,0.545149397457767,8.16948390387344,"House","1"
"89","45A","Lyndon Carlson Sr.","DFL","D+11",10.9179685522728,0.609179685522728,0.634164930643768,0.584194440401688,10.9179685522728,"House","1"
"90","45B","Mike Freiberg","DFL","D+17",17.3972514388434,0.673972514388434,0.700032605151614,0.647912423625255,17.3972514388434,"House","1"
"91","46A","Peggy Flanagan","DFL","D+19",18.8765089367076,0.688765089367076,0.720430576135274,0.657099602598877,18.8765089367076,"House","1"
"92","46B","Cheryl Youakim","DFL","D+21",21.4246207422052,0.714246207422052,0.746016825680312,0.682475589163791,21.4246207422052,"House","1"
"93","47A","Jim Nash","R","R+15",-15.3544248291922,0.346455751708078,0.339396127634608,0.353515375781549,15.3544248291922,"House","0"
"94","47B","Joe Hoppe","R","R+6",-6.19333693776635,0.438066630622336,0.483694645173244,0.392438616071429,6.19333693776635,"House","0"
"95","48A","Laurie Pryor","DFL","D+6",6.18379065051279,0.561837906505128,0.603486300788871,0.520189512221385,6.18379065051279,"House","1"
"96","48B","Jenifer Loon","R","D+1",1.38317829799995,0.51383178298,0.573164264018128,0.454499301941871,1.38317829799995,"House","1"
"97","49A","Dario Anselmo","R","D+8",8.41643534419336,0.584164353441934,0.649310301975892,0.519018404907975,8.41643534419336,"House","1"
"98","49B","Paul Rosenthal","DFL","D+7",6.91025849777222,0.569102584977722,0.608521161018323,0.529684008937121,6.91025849777222,"House","1"
"99","50A","Linda Slocum","DFL","D+15",15.4546218409344,0.654546218409344,0.673888561162653,0.635203875656036,15.4546218409344,"House","1"
"100","50B","Andrew Carlson","DFL","D+9",8.52199016706139,0.585219901670614,0.604689331770223,0.565750471571005,8.52199016706139,"House","1"
"101","51A","Sandra Masin","DFL","D+7",6.73903306443795,0.567390330644379,0.593683269603218,0.541097391685541,6.73903306443795,"House","1"
"102","51B","Laurie Halverson","DFL","D+6",5.69501250142481,0.556950125014248,0.593775482468062,0.520124767560434,5.69501250142481,"House","1"
"103","52A","Rick Hansen","DFL","D+10",9.77014012592152,0.597701401259215,0.618647324430781,0.576755478087649,9.77014012592152,"House","1"
"104","52B","Regina Barr","R","D+3",2.7470797133246,0.527470797133246,0.542773001472474,0.512168592794018,2.7470797133246,"House","1"
"105","53A","JoAnn Ward","DFL","D+8",7.50933046086451,0.575093304608645,0.59200078423684,0.558185824980451,7.50933046086451,"House","1"
"106","53B","Kelly Fenton","R","EVEN",0.10466392334183,0.501046639233418,0.5473729175566,0.454720360910237,0.10466392334183,"House","1"
"107","54A","Keith Franke","R","D+4",3.53869644093032,0.535386964409303,0.518174665617624,0.552599263200982,3.53869644093032,"House","1"
"108","54B","Tony Jurgens","R","R+2",-2.02390210265542,0.479760978973446,0.467875520705709,0.491646437241182,2.02390210265542,"House","0"
"109","55A","Bob Loonan","R","R+4",-4.00008110901902,0.45999918890981,0.475339255545261,0.444659122274358,4.00008110901902,"House","0"
"110","55B","Tony Albright","R","R+13",-13.0754358951468,0.369245641048532,0.372585921046736,0.365905361050328,13.0754358951468,"House","0"
"111","56A","Drew Christensen","R","R+1",-1.3983272977012,0.486016727022988,0.516404516066776,0.4556289379792,1.3983272977012,"House","0"
"112","56B","Roz Peterson","R","EVEN",0.0794452218199515,0.5007944522182,0.525573882825119,0.47601502161128,0.0794452218199515,"House","1"
"113","57A","Erin Maye Quade","DFL","D+2",1.65307615080609,0.516530761508061,0.534220271567686,0.498841251448436,1.65307615080609,"House","1"
"114","57B","Anna Wills","R","EVEN",0.105441303113785,0.501054413031138,0.524399725588841,0.477709100473435,0.105441303113785,"House","1"
"115","58A","Jon Koznick","R","R+7",-7.41310617899706,0.425868938210029,0.437048289831055,0.414689586589004,7.41310617899706,"House","0"
"116","58B","Pat Garofalo","R","R+10",-10.1510357669515,0.398489642330485,0.379345356089542,0.417633928571429,10.1510357669515,"House","0"
"117","59A","Fue Lee","DFL","D+34",33.9390311616037,0.839390311616037,0.85162440570523,0.827156217526844,33.9390311616037,"House","1"
"118","59B","Raymond Dehn","DFL","D+34",33.6699429219303,0.836699429219303,0.859016226145525,0.81438263229308,33.6699429219303,"House","1"
"119","60A","Diane Loeffler","DFL","D+33",33.1605191722036,0.831605191722036,0.840640452083824,0.822569931360248,33.1605191722036,"House","1"
"120","60B","Ilhan Omar","DFL","D+35",35.0074437000819,0.850074437000819,0.870089440134407,0.830059433867231,35.0074437000819,"House","1"
"121","61A","Frank Hornstein","DFL","D+34",34.3635377313723,0.843635377313723,0.871076562041654,0.816194192585791,34.3635377313723,"House","1"
"122","61B","Paul Thissen","DFL","D+34",33.8866613762297,0.838866613762297,0.867208672086721,0.810524555437873,33.8866613762297,"House","1"
"123","62A","Karen Clark","DFL","D+41",40.8850045690029,0.908850045690029,0.917409930472646,0.900290160907412,40.8850045690029,"House","1"
"124","62B","Susan Allen","DFL","D+42",41.5997941741533,0.915997941741533,0.925566857385039,0.906429026098027,41.5997941741533,"House","1"
"125","63A","Jim Davnie","DFL","D+38",37.7146480286036,0.877146480286036,0.885289270535172,0.8690036900369,37.7146480286036,"House","1"
"126","63B","Jean Wagenius","DFL","D+28",28.1620398988206,0.781620398988206,0.798844187597244,0.764396610379167,28.1620398988206,"House","1"
"127","64A","Erin Murphy","DFL","D+33",33.0533066624117,0.830533066624117,0.853070175438597,0.807995957809638,33.0533066624117,"House","1"
"128","64B","Dave Pinto","DFL","D+26",26.2999276558938,0.762999276558938,0.801810907559486,0.72418764555839,26.2999276558938,"House","1"
"129","65A","Rena Moran","DFL","D+36",36.0163126974303,0.860163126974303,0.869407033892896,0.85091922005571,36.0163126974303,"House","1"
"130","65B","Carlos Mariani","DFL","D+30",30.1442726688921,0.801442726688921,0.808515356469675,0.794370096908168,30.1442726688921,"House","1"
"131","66A","Alice Hausman","DFL","D+21",20.9402603437585,0.709402603437585,0.740002767400028,0.678802439475143,20.9402603437585,"House","1"
"132","66B","John Lesch","DFL","D+31",30.9484293789622,0.809484293789622,0.828095747526077,0.790872840053168,30.9484293789622,"House","1"
"133","67A","Tim Mahoney","DFL","D+25",24.8890319359478,0.748890319359478,0.766531514928124,0.731249123790831,24.8890319359478,"House","1"
"134","67B","Sheldon Johnson","DFL","D+25",24.5845921645195,0.745845921645195,0.76241738774954,0.729274455540849,24.5845921645195,"House","1"
